title,name,way,layout,size,zone,position,location,money,subway
有钥匙 可长租 位置好 可谈租金 名都园 5室 南北 精装修,名都园,整租,5室2厅,207㎡,顺义,中央别墅区,朝南北,25000,无
丽泽周庄子家园 精装修两居 西局地铁站 西国贸307旁,周庄子家园,整租,2室1厅,99㎡,丰台,丽泽桥,朝南,7200,无
东城区 东四张自忠北新桥主胡同有车库商务会所接待 四合院出租,隆福寺四合院,整租,5室3厅,680㎡,东城,东四,朝南北,315000,中国美术馆站
地铁15号线马泉营孙河康营四期C区一居室我替你找到随时看房!,康营家园四期,整租,1室1厅,73㎡,朝阳,孙河,朝南,4500,无
出租 首城国际 3室 南北向 精装修,首城国际,整租,3室2厅,158㎡,朝阳,双井,朝南北,17500,双井站
一号线四惠 远洋国际 住邦旁 东恒时代南向主卧带阳台 月付,东恒时代三期,合租单间,4户合租,23㎡,朝阳,四惠,朝南,3500,四惠站
天通苑北二区 2室2卫1厅 98.2平精装修 6000元/月,天通苑北二区,整租,2室1厅,98㎡,昌平,天通苑,朝南,6000,无
西四环 独门独栋别墅 大 ktV 会所接待看过来,西山美墅馆,整租,8室3厅,600㎡,海淀,西山,朝东,65000,无
新出房源 价格不谈 南向大一居 带家私 在租 国贸CBD,阳光城·梵悦108,整租,1室1厅,120㎡,朝阳,国贸,朝南,35000,国贸站
君汇雅居出租大一居 西向无遮挡 智能家具家电 地暖供暖,君汇雅居,整租,1室1厅,114㎡,朝阳,工体,朝西,21000,团结湖站
三里屯富力爱丁堡公馆1室1厅,富力爱丁堡,整租,1室1厅,81㎡,朝阳,工体,朝北,16000,团结湖站
西单金融街 西城晶华 丰融园 南北三居 可长租,西城晶华,整租,3室2厅,148㎡,西城,西四,朝南北,30000,西四站
丽泽桥 十号线西局站 西局玉园南区精装两居 西局欣园 随时住,西局玉园,整租,2室1厅,90㎡,丰台,丽泽桥,朝南北,6300,西局站
西局 七里庄 鼎恒中心 西局欣园主卧次卧带阳台随时看房可月付,鼎恒中心,合租主卧,2户合租,15㎡,丰台,丽泽桥,朝南,1800,西局站
东四环 四惠 地铁 金地名京 1室 东西通透 47.5平,金地名京,整租,1室1厅,47㎡,朝阳,四惠,朝东西,9000,四惠站
房主直租 紧邻地铁 复试南北三居 家具家电齐全,碧桐园,整租,3室2厅,120㎡,海淀,田村,朝南北,7500,廖公庄站
景山后街四合院独院出租 400平 北京四合院出租出售,什刹海四合院,整租,9室9厅,400㎡,西城,地安门,朝南北,100000,北海北站
金科廊桥水岸四室两厅两卫电梯房房龄新价格能谈,金科廊桥水岸,整租,4室2厅,125㎡,昌平,南邵,朝南,12000,无
整租·莲香园 3室1厅 东南,莲香园,整租,3室1厅,141㎡,丰台,六里桥,朝东南,12000,六里桥站
望京博雅国际中心 80平米全南向 随时可用房,博雅国际中心,整租,1室1厅,80㎡,朝阳,望京,朝南北,8000,东湖渠站
劲松地铁劲松三区潘家园农光里华威里劲松华腾大厦附近三居小次卧,劲松三区,合租次卧,3户合租,13㎡,朝阳,劲松,朝南,2100,劲松站
东方豪庭公寓 2室2卫2厅 142平精装修 20000元/月,东方豪庭公寓,整租,2室2厅,142㎡,东城,王府井,朝北,20000,无
金融街 中海凯旋 南北通透大1居 居家上學 采光足 温馨舒适,中海凯旋,整租,1室1厅,109㎡,西城,西单,朝南北,23000,复兴门站
10号角门 西马金润 精装南北两居 中层 随时看房 随时入住,西马金润家园,整租,2室1厅,63㎡,丰台,角门,朝南北,4800,角门东站
万柳 蜂鸟家园 1室1厅1卫 品质小区 经典实用,蜂鸟家园,整租,1室1厅,47㎡,海淀,万柳,朝北,6500,长春桥站
四合院 东城区 安定门内四合院 会所接待 四合院出租,安定门内四合院,整租,9室4厅,800㎡,东城,安定门,朝南,400000,安定门站
棕榈泉 两居室 保养新装修好 家电齐全 诚意出租 随时看,棕榈泉国际公寓,整租,2室2厅,176㎡,朝阳,朝阳公园,朝西北,25000,朝阳公园站
6号线褡裢坡地铁站集中供暖瑞和国际主卧独为随时看房,随时入住,瑞和国际,合租主卧,2户合租,29㎡,朝阳,定福庄,朝南,3200,无
碧桐园 田村 出租精装修齐全两居室拎包住 紧邻临6号线,碧桐园,整租,2室2厅,100㎡,海淀,田村,朝东西,6000,廖公庄站
香山清琴山庄 800平米会所独栋别墅 庭院千平 家具家电齐全,香山清琴,整租,6室3厅,801㎡,海淀,香山,朝南,200000,无
(双阳台两居)蜂鸟社区、客厅宽敞,视野开阔,位置安静,装修好,蜂鸟社区,整租,2室1厅,81㎡,海淀,万柳,朝东南,13500,长春桥站
鼓楼大街南锣鼓巷新建四合院会所居住工作室出租 四合院,钟楼四合院,整租,2室2厅,130㎡,东城,安定门,朝南北,35000,鼓楼大街站
首次出租南向落地窗一居室懿品阁林萃公寓北辰世纪澳林春天北沙滩,懿品阁,整租,1室1厅,67㎡,朝阳,北沙滩,朝南,7500,北沙滩站
合生世界花园 精装修 三居室 三卫 家电齐全 随时入住,合生世界花园,整租,3室2厅,155㎡,通州,马驹桥,朝南北,8500,无
小区中间位置 弧形飘窗大3居 二次新装 轻奢家具 随时入住,棕榈泉国际公寓,整租,3室2厅,180㎡,朝阳,朝阳公园,朝南北,30000,朝阳公园站
CBD东三环国贸合生国际花园 精装修近新城国际富尔大厦三里屯,合生国际花园,整租,3室1厅,135㎡,朝阳,广渠门,朝南,14500,双井站
保利百合花园+南北两居室+家具家电齐全+地铁十号线+9号线,保利百合花园,整租,2室1厅,92㎡,丰台,六里桥,朝南北,9200,六里桥站
妇产医院 朝阳水务局 北京画院 团结湖精装次卧 5个月,团结湖北四条,合租次卧,3户合租,19㎡,朝阳,团结湖,朝南,2350,朝阳公园站
别墅区 全新精装未入住 大五居 配套成熟 出行方便 同看墅,万通天竺新新家园,整租,5室2厅,390㎡,顺义,天竺,朝南,40000,无
安新路6号院 2室 南北通透 86.95平 12000元,安新路6号院,整租,2室1厅,86㎡,朝阳,太阳宫,朝南北,12000,太阳宫站
林肯公园A区 3室1卫2厅 147平精装修 12000元/月,林肯公园A区,整租,3室2厅,147㎡,大兴,亦庄,朝南,12000,亦庄文化园站
天通苑北三区 南北通透两居室 看房方便 房子底子不错,天通苑北三区,整租,2室1厅,145㎡,昌平,天通苑,朝南北,5000,无
天通苑北二区,朝南主卧带阳台,大面积,双公卫,5号线地铁齐全,天通苑北二区,合租主卧,2户合租,15㎡,昌平,天通苑,朝南,2300,无
天通苑东二区 3室1卫1厅 133平精装修 1100元/月,天通苑东二区,合租次卧,3户合租,11㎡,昌平,天通苑,朝南,1100,无
急租!朝阳北苑 近地铁 靠商圈 看房方便,润泽公馆,整租,1室1厅,61㎡,朝阳,北苑,朝南,6900,北苑站
朝阳门东大桥美克美家昆泰三里屯 工体南路西精装独立开间便宜租,工体南路小区,整租,1室0厅,47㎡,朝阳,工体,朝南,4299,东大桥站
真实图片,石韵浩庭,家具家电全配,随时拎包入住,石韵浩庭,整租,3室2厅,176㎡,朝阳,双井,朝南北,27000,九龙山站
相寓 常营·万象新天天际高尔夫·低楼层·4居室·小次卧1,万象新天,合租主卧,4户合租,30㎡,朝阳,常营,朝东,3200,常营站
领秀慧谷 北次卧 三家合租 昌平回龙观生命科技园朱辛庄8,领秀慧谷A区,合租次卧,3户合租,10㎡,昌平,回龙观,朝南北,2200,朱辛庄站
青荷里南山园精装修三居室 集中供暖 南北通透 双卧室朝南,青荷里南山园,整租,3室2厅,108㎡,朝阳,豆各庄,朝南北,5500,郎辛庄站
西城区 金融街 西城晶华 南北通透 有车位,西城晶华,整租,3室1厅,144㎡,西城,西四,朝南,32000,西四站
(私信视频看房)新城经典现代主义大四居,高品质家居配饰,新城国际公寓,整租,3室3厅,217㎡,朝阳,CBD,朝南北,35000,金台夕照站
晨光家园 1室1卫1厅 25平精装修 2000元/月,晨光家园,整租,1室1厅,25㎡,朝阳,十里堡,朝南,2000,十里堡站
国贸双井百子湾广华新城 小区 多个两居 随时 可看 下楼地铁,广华新城,整租,2室1厅,118㎡,朝阳,百子湾,朝南,8400,无
首城国际!诚心出租东南1室,物有所值,不要错过哟,首城国际,整租,1室1厅,69㎡,朝阳,双井,朝东南,8000,双井站
相寓 紫竹桥·车道沟南里·低楼层·2居室,车道沟南里,整租,2室1厅,57㎡,海淀,紫竹桥,朝东南,6700,车道沟站
石门营B4精装南向两居室 有 可当三居,石门营新区七区北苑,整租,2室1厅,65㎡,门头沟,永定,朝南北,3700,无
双榆树北里正规两居随时看随时签约相寓真诚房源,双榆树北里,整租,2室1厅,63㎡,海淀,双榆树,朝南北,8800,人民大学站
淡定!淡定!永定华庭如此超值的3室,你还在等什么,塞纳维拉永定华庭,整租,3室2厅,106㎡,海淀,五棵松,朝南北,11500,无
朝阳区 大湖山庄 欧式大独栋 邻园区水系 观唐香江京西哈罗,大湖山庄,整租,5室2厅,685㎡,朝阳,孙河,朝南,58000,无
科丰桥 科技园区总部基地 天龙华鹤 低价急租 朝东 大窗户,天龙华鹤,整租,3室1厅,10㎡,丰台,科技园区,朝东,1600,科怡路站
炫特区 高楼层 西南向1室1厅 密码锁 俯瞰国贸 随时住,炫特区,整租,1室1厅,52㎡,朝阳,十里堡,朝西,6200,十里堡站
美式花园独栋,360度采光,视线开阔居住舒适温馨,随时可看,嘉浩国际城,整租,6室3厅,400㎡,顺义,中央别墅区,朝南,22000,无
可月付 下楼就是一号线 梨园城铁 南向主卧 带阳台,梨花园二期,合租主卧,3户合租,18㎡,通州,梨园,朝南北,1800,梨园站
出租 澳洲康都 1室 东南 精装修,澳洲康都,整租,1室1厅,66㎡,朝阳,望京,朝东南,7300,东湖渠站
相寓 常营·北辰福第南区·高楼层·3居室·主卧,北辰福第,合租主卧,3户合租,18㎡,朝阳,常营,朝南,2800,常营站
345路快车公交车站600米,双南两居出租,看房方便,有钥匙,沙河南一村,整租,2室1厅,70㎡,昌平,沙河,朝南,3000,无
整租·良乡·北潞春·3室,北潞春家园,整租,3室1厅,106㎡,房山,良乡,朝南,3400,无
六号线 物资 新建村精装修南北两居室干净整洁交通方便,通州新建村,整租,2室1厅,69㎡,通州,北关,朝南北,6000,无
八宝山地铁 远洋山水南侧 鲁谷村主卧 朝南干净,鲁谷村,合租主卧,2户合租,15㎡,石景山,鲁谷,朝南,2100,八宝山站
西二旗软件园一站地,生命科学园,精装复式两居室,家具家电齐全,尚城,整租,2室1厅,86㎡,昌平,回龙观,朝南,4700,生命科学园站
南北通透三居室 户型方正 家具齐全 采光好 物业好 地铁口,臻园,整租,3室2厅,145㎡,朝阳,望京,朝南北,26500,来广营站
有钥匙!8米挑空 欧式家私 可注册接待宋庄艺术区,格拉斯小镇,整租,5室4厅,550㎡,通州,通州其它,朝南,34999,无
女生合租 押一付一褡裢坡 黄渠 泰福苑二区 精装次卧看房随时,泰福苑,合租次卧,2户合租,13㎡,朝阳,定福庄,朝北,1800,褡裢坡站
真实在租 我有钥匙 假一罚十 新怡家园 2室 南向 精装修,新怡家园,整租,2室2厅,130㎡,东城,崇文门,朝南,17500,崇文门站
德威旁丽高独栋 二次豪装价格随时看 大花园,丽高王府,整租,5室4厅,501㎡,顺义,中央别墅区,朝南,45000,无
世纪城 南北板楼两居室 高层 临绿化带 齐全 保养好,世纪城晴雪园,整租,2室2厅,132㎡,海淀,世纪城,朝南北,18000,火器营站
建安里小区楼层位置好家具齐全低楼层南北朝向,建安里小区,整租,3室1厅,108㎡,昌平,昌平县城,朝南北,4200,昌平东关站
9号线六里桥,银座广场,六里桥十号院,精装大一居,家电全齐,六里桥10号院,整租,1室1厅,49㎡,丰台,六里桥,朝西,4800,六里桥站
棕榈泉国际公园 二次装修三居 看小区花园 全齐好房 随时看,棕榈泉国际公寓,整租,3室2厅,191㎡,朝阳,朝阳公园,朝南,30000,朝阳公园站
双榆树北里正规三居次卧随时看随时入住全齐价位便宜看完再聊,双榆树北里,合租次卧,3户合租,16㎡,海淀,双榆树,朝北,3780,人民大学站
丰景高苑中楼层南北通透两室一厅家具电齐全,丰景高苑,整租,2室2厅,93㎡,昌平,南口,朝南北,2700,无
双榆树知春东里1室1厅南向一居看合适可以直接拎包入住随时看,知春东里,整租,1室1厅,40㎡,海淀,知春路,朝南,6500,知春里站
新城国际 高层南向两居 全新精装修 出租随时看房!,新城国际公寓,整租,2室2厅,138㎡,朝阳,CBD,朝东南,24000,金台夕照站
温莎大道 精装南向大一居 可换全部家具 随时看房入住!,温莎大道,整租,1室1厅,117㎡,朝阳,国贸,朝北,18000,永安里站
可月付 妇幼医院 鑫隆市场 运乔建材城 附近幸福艺居南向主卧,幸福艺居,合租主卧,3户合租,18㎡,通州,玉桥,朝南,1650,无
北京燕郊999一居室 门口北京的公交车 随时看房,夏威夷北岸,整租,1室1厅,50㎡,燕郊,燕郊,朝南,999,无
东南小区正规两居次卧随时看随时入住小区户型装修都很好,东南小区,合租次卧,2户合租,12㎡,海淀,中关村,朝北,3757,知春里站
新城 景观三居 高层视野无遮挡 全新家具,随时入住!,新城国际,整租,3室2厅,196㎡,朝阳,CBD,朝南北,33000,金台夕照站
地铁湾子站马连道茶城格调小区 精装大两居 有钥匙 随时看房,格调小区,整租,2室2厅,118㎡,西城,马连道,朝南北,11000,湾子站
整租·云泽嘉苑 2室1厅 南,云泽嘉苑,整租,2室1厅,63㎡,门头沟,永定,朝南,3800,无
南海雅苑 1室1厅1卫 电梯房 精装修 70平,南海雅苑,整租,1室1厅,71㎡,大兴,亦庄,朝东西,3900,无
东城区 南池子普渡寺王府井 一车位 接待茶室接待 四合院出租,景山前街四合院,整租,4室2厅,180㎡,东城,东四,朝南,60000,中国美术馆站
出租 尚峰尚水 2室 北 精装修,尚峰尚水,整租,2室1厅,65㎡,海淀,温泉镇,朝北,5000,无
晨光小区 2室1卫1厅 55平简装修 5500元/月,晨光小区,整租,2室1厅,55㎡,丰台,角门,朝南北,5666,马家堡站
阿凯笛亚新出联排 南花园 三个卧室朝南 家电家具齐全,阿凯笛亚庄园,整租,4室3厅,356㎡,顺义,后沙峪,朝南,18000,无
双地铁4+10号线 公益西桥富卓苑 精正规大2居 干净整洁,富卓苑,整租,2室1厅,70㎡,丰台,角门,朝东西,5500,公益西桥站
整租·长阳半岛怡和路1号院 3室1厅 西南/北,中粮万科长阳半岛,整租,3室1厅,98㎡,房山,长阳,朝南北,5500,长阳站
朝阳公园 麦子店街 蓝色港湾 农业展览馆 精装一居 随时看房,枣营北里,整租,1室1厅,40㎡,朝阳,朝阳公园,朝西,4700,枣营站
免中间费 2室2卫2厅 120平精装修 15300元/月,丽都壹号·峯境,整租,2室2厅,120㎡,朝阳,酒仙桥,朝南,15300,无
市政宿舍楼 两室一厅一卫 采光好 无遮挡,市政宿舍楼,整租,2室1厅,54㎡,昌平,昌平县城,朝南,3000,昌平站
出租 龙湾别墅 4室 南北 精装修,龙湾别墅,整租,4室2厅,280㎡,顺义,中央别墅区,33000,无
源实拍图北大家属楼燕东园小区二居室南向有鈅匙随时入住,燕东园,整租,2室1厅,65㎡,海淀,五道口,朝南,9300,北京大学东门站
出租 有车位 观景房 万泉新新家园 5室 南北 精装修,万泉新新家园,整租,5室3厅,272㎡,海淀,万柳,朝南北,55000,巴沟站
14号线将台地铁站,颐堤港,高家园一区精装两居室 南北通透,高家园一区,整租,2室1厅,87㎡,朝阳,大山子,朝南,6500,将台站
新上|小清新 菜户营 丽泽商务区 蓝调金泰 丽新嘉园两居室,丽新嘉园,整租,2室1厅,81㎡,丰台,菜户营,朝南,7300,无
马坡新城 初次出租 家具家电齐全 南向 电梯中层 出行方便,顺悦家园,整租,1室1厅,66㎡,顺义,马坡,朝南北,2600,无
观唐别墅 5室 南北 精装修 看房方便 诚意出租 价可谈,观唐别墅,整租,5室3厅,439㎡,朝阳,来广营,朝南,85000,马泉营站
龙湖,景粼原著,上叠,带,精装,地暖,新风,中央空调。,景粼原著,整租,4室3厅,381㎡,朝阳,孙河,朝南,42000,无
北京风景68号院 两室两厅电梯房看房方便价格能 谈,北京风景,整租,2室2厅,86㎡,昌平,南邵,朝南北,6000,南邵站
千万装修嘎嘎新,观唐别墅 豪 装 大宅,朝阳孙河,喜欢您就来,观唐别墅,整租,7室4厅,480㎡,朝阳,来广营,朝南,200000,马泉营站
西局 七里庄 西局欣园 大一居室 9号线地铁 万丰路 首航,西局欣园南区,整租,1室1厅,85㎡,丰台,丽泽桥,朝南,5500,七里庄站
出租 北纬40度 3室 南北向 精装修,北纬40度,整租,3室2厅,167㎡,朝阳,望京,朝南北,17000,来广营站
地铁北运河东站! 紫运南里精美单间!带阳台,紫运南里,合租主卧,2户合租,15㎡,通州,武夷花园,朝南,1800,无
东四金宝街四合院出租,东单四合院,整租,4室2厅,400㎡,东城,东单,朝南北,100000,东单站
福盈家园 3室1卫1厅 95平精装修 次卧2100元/月,福盈家园,合租次卧,3户合租,15㎡,朝阳,定福庄,朝北,2100,褡裢坡站
巩华家园东一村 3室1卫1厅 125平简装修,巩华家园东一村,整租,3室1厅,125㎡,昌平,沙河,朝南北,6000,沙河站
朝阳门地铁 三丰里 悠唐广场 雅宝路 丰联广场 昆泰 附近两,三丰里,整租,2室1厅,65㎡,朝阳,朝阳门,朝南,7800,朝阳门站
金台路地铁口 金台北街 红庙北里 金台里 水碓子东里两居室,水碓子东里,整租,2室1厅,68㎡,朝阳,团结湖,朝南,6500,金台路站
整租·柏林爱乐四期 1室1厅 南,柏林爱乐,整租,1室1厅,68㎡,朝阳,管庄,朝南,5500,黄渠站
源 梵悦108高层两居空房出租,新风系统,性价比高,阳光城·梵悦108,整租,2室2厅,188㎡,朝阳,国贸,朝西南,42000,国贸站
北京壹号庄园,装修很好的独栋别墅,全屋只能家居,拎包即可入住,北京壹号庄园,整租,5室2厅,799㎡,昌平,北七家,朝南,50000,无
次渠南里,楼下就是地铁站,有市场,有超市,次渠北里,整租,2室1厅,65㎡,通州,次渠,朝南,4300,无
清崋南门 地铁4号线 清华园两居室 南北向随时看房,清华园小区,整租,2室1厅,60㎡,海淀,五道口,朝南北,8000,北京大学东门站
顶层复式 三个卧室带保姆间 诚意出租 看房方便 夜景很好,圣世一品,整租,3室2厅,230㎡,朝阳,东大桥,朝西南,35000,呼家楼站
4号线地铁 嘉悦广场附近 精 装正规卧室设施设备齐全随时入住,瑞海家园二区,合租次卧,2户合租,15㎡,大兴,西红门,朝南,1700,西红门站
纯南向 香蜜湾 大 家电家具全齐 12月15号到期,香蜜湾,整租,2室2厅,72㎡,顺义,后沙峪,朝南,6000,无
国贸双井富力城两室近昆仑饭店中央电视台三里屯CBD新城国际财,富力城C区,整租,2室2厅,95㎡,朝阳,广渠门,朝东北,10000,双井站
胡家园精装一居带电梯!2号线东直门百富怡大酒店东方银座来福士,胡家园小区,整租,1室1厅,50㎡,东城,东直门,朝南,5500,东直门站
新出 公园1872高层南北4居 家电全齐 户型方正 随时起租,公园1872,整租,3室2厅,235㎡,朝阳,东八里庄,朝南北,35000,十里堡站
出租 万科紫苑 2室 南向 精装修,万科紫苑,整租,2室2厅,69㎡,丰台,青塔,朝南,6800,郭庄子站
紫金新干线四区 3室 南北通透 85平 1800元,紫金新干线,整租,3室1厅,85㎡,昌平,霍营,朝南北,1800,无
嘉浩国际城 精装修4居室 双车位 首次出租 家具家电齐全,嘉浩国际城,整租,4室3厅,320㎡,顺义,中央别墅区,朝南,30000,无
西三环,人济山庄,居家一居室。拎包入住,看房约我,人济山庄,整租,1室1厅,64㎡,海淀,紫竹桥,朝西,9800,万寿寺站
亦庄 大族广场 林肯公园 国锐金嵿 精装四居空中景观房有钥匙,国锐金嵿,整租,4室2厅,278㎡,大兴,亦庄,朝南北,33000,荣京东街站
君汇雅居出租大三居 空房出租可配家具 看房随时,君汇雅居,整租,3室2厅,249㎡,朝阳,工体,朝南北,39500,团结湖站
西城区 金融街 中海凯旋 南北通透大复式,中海凯旋,整租,4室3厅,360㎡,西城,西单,朝北,80000,复兴门站
出租 和乔丽致 1室 东 豪华装修,和乔丽致,整租,1室0厅,80㎡,朝阳,大望路,朝东,13000,大望路站
香江别墅,5居5卫,诚意出租,家私齐全.中厨西厨,香江花园,整租,5室2厅,406㎡,朝阳,来广营,朝南,50000,无
整租·万象新天四区 3室2厅 南/北,万象新天,整租,3室2厅,131㎡,朝阳,常营,朝南北,11500,常营站
望京绿地阿里巴巴旁 保利中央公园 独梯独户 安静不临街,保利中央公园,整租,4室2厅,146㎡,朝阳,望京,朝南北,25000,望京东站
国贸 世贸天阶旁有燃气看花园南向一居室 随时看房 有钥匙,世界城,整租,1室1厅,90㎡,朝阳,CBD,朝南,13000,东大桥站
林肯公园C区门口车站全明户型全套全配拎包入住,林肯公园C区住宅,整租,1室1厅,35㎡,大兴,亦庄,朝南,4500,亦庄文化园站
望京花园西区 高层 全南2居室 全新装修出租,望京花园西区,整租,2室2厅,80㎡,朝阳,望京,朝东南,9200,东湖渠站
金地国际花园,豪华装修,正南北,三居室,高层,新家具,价能谈,金地国际花园,整租,3室2厅,199㎡,朝阳,大望路,朝南北,45000,大望路站
新出B区美式 业主18年新装修,全屋地暖新风,随时看房,优山美地别墅,整租,5室3厅,354㎡,顺义,中央别墅区,朝南,55000,无
财富公馆 出租豪华别墅 有钥匙可随时看房,财富公馆,整租,7室5厅,1471㎡,朝阳,孙河,朝南,200000,无
裕京新出C户型独栋,诚意出租,全新装修,可看房,使用面积大,裕京花园,整租,4室3厅,308㎡,顺义,中央别墅区,朝南,33000,无
双榆树东里正规三居主卧随时看全齐双安近便宜的主卧,双榆树东里,合租主卧,3户合租,20㎡,海淀,双榆树,朝南,3800,人民大学站
中信锦园 2室1卫1厅 96平精装修 17000元/月 急租,中信锦园,整租,2室1厅,94㎡,西城,陶然亭,朝东西,16800,陶然亭站
新上房源 万达广场 泰禾 精装两居室 家电齐全 干净整洁,六合园,整租,2室1厅,95㎡,石景山,鲁谷,朝南北,4500,无
国锐金嵿 3室1卫2厅 145平精装修 12500元/月,国锐金嵿,整租,3室2厅,145㎡,大兴,亦庄,朝南,12500,荣京东街站
东四环外四合院会所接待独院四合院出租,水长城老北京四合院,整租,9室3厅,2500㎡,怀柔,怀柔其它,朝南,300000,无
6号线城铁 北运河西 博客园 精装修南向大一居 随时入住,博客园,整租,1室1厅,55㎡,通州,乔庄,朝南北,3200,北运河西站
裕京花园,新出全新豪装独栋,初次出租,全屋地暖,五居套房设计,裕京花园,整租,5室2厅,330㎡,顺义,中央别墅区,朝南,69000,无
北新桥雍和宫安定门四合院出租独栋独楼会所接待居住四合院,交道口四合院,整租,9室9厅,700㎡,东城,交道口,朝南,166666,南锣鼓巷站
整租·迎晖南苑 1室1厅 南,迎晖南苑,整租,1室1厅,45㎡,门头沟,永定,朝南,3200,无
一层带房间 边户下叠 独立院落 三面采光 带车位 单层面积大,龙湖双珑原著别墅,整租,3室3厅,312㎡,朝阳,孙河,朝东,42000,无
不一样的房子,不一样的生活!安静不临街,南北大3居,有车位,泛海国际香海园,整租,3室2厅,213㎡,朝阳,朝阳公园,朝南北,34000,无
南锣鼓巷鼓楼四合院独院出租 435平 北京四合院出租出售,什刹海四合院,整租,8室1厅,435㎡,西城,地安门,朝南,199999,北海北站
个人单间大次卧紧邻地铁,天通苑北一区,合租主卧,2户合租,15㎡,昌平,天通苑,朝南,1300,天通苑站
预约可看,中式家具配融创新中式装修风格,南北通透,独梯独户,使馆壹号院,整租,3室2厅,222㎡,东城,东直门,朝北,60000,东直门站
地铁10号线 丰台站 首经贸站 三环新城 万年花城 主卧阳台,三环新城,合租主卧,3户合租,25㎡,丰台,玉泉营,朝南,2499,丰台站
名都园 2室1卫1厅 72.45平精装修 10000元/月,名都园,整租,2室1厅,72㎡,顺义,中央别墅区,朝东南,10000,无
整租?迎晖南苑 3室1厅 南,迎晖南苑,整租,3室1厅,96㎡,门头沟,永定,朝南,4600,无
必看好房源!后现代城A区3居2卫户型 九龙山合生汇金茂府,后现代城,整租,3室2厅,129㎡,朝阳,百子湾,朝南,16000,大郊亭站
东四十条临街精装修一居室朝南全屋地暖6500元出租,东四十条小区,整租,1室1厅,45㎡,东城,东四,朝南,6500,张自忠路站
急租(仅房租无杂费)给保洁 业主人很好 好说话,新城国际公寓,整租,1室1厅,89㎡,朝阳,CBD,朝东北,20000,金台夕照站
出租 远洋山水 2室 东 精装修,远洋山水,整租,2室1厅,99㎡,石景山,鲁谷,朝东,8000,八宝山站
林肯公园C区住宅 1室1卫1厅 56平精装修 5200元/月,林肯公园C区住宅,整租,1室1厅,56㎡,大兴,亦庄,朝南,5200,亦庄文化园站
朝阳区中式独栋 观唐别墅 豪华装修 可接待会所 交通便利急租,观唐别墅,整租,8室4厅,1276㎡,朝阳,来广营,朝南,50000,马泉营站
十里堡,六号线,石佛营,炫特嘉园,精装开间,紧邻地铁,采光好,炫特区,整租,1室0厅,39㎡,朝阳,十里堡,朝北,4700,十里堡站
新出!带电梯别墅,家具齐全,全屋地暖,新风,软水,价格可谈,观唐中式宅院,整租,5室4厅,538㎡,朝阳,来广营,朝南,48000,马泉营站
出租 美景东方 1室 东北 简装修,美景东方,整租,1室1厅,78㎡,朝阳,十里河,朝东北,6600,北工大西门站
润杰经典 三室一厅两卫 高楼层 采光好,润杰经典,整租,3室1厅,133㎡,昌平,昌平县城,朝南北,5200,无
小汤山南向一居精装,高,档小区,交通便利温馨居家,小汤山医院宿舍,整租,1室1厅,70㎡,昌平,小汤山,朝南,2300,无
温暖的家长阳半岛 豪装三居室双卫 品牌家具家电 首次出租,中粮万科长阳半岛,整租,3室2厅,139㎡,房山,长阳,朝南北,7000,长阳站
假壹赔万 新出 三面采光 大三居 预约可看房 国贸CBD,北京壹号院,整租,3室2厅,247㎡,朝阳,朝阳公园,朝东西,120000,枣营站
十里堡 远洋天地 地铁六号线精装三居室价格便宜,晨光家园,整租,3室1厅,100㎡,朝阳,十里堡,朝南,7500,十里堡站
五道口 蓝旗营 华清嘉园两居 精装修 空置 租期灵活钥匙房,华清嘉园,整租,2室1厅,74㎡,海淀,五道口,朝东南,9000,五道口站
燕郊中央美术旁 全新三居两卫 随时看房 拎包入住,夏威夷南岸,整租,3室1厅,116㎡,燕郊,燕郊,朝南,2400,无
通州梨园 花庄地铁站附近太玉园东区7层两居3000,太玉园,整租,2室1厅,88㎡,通州,通州其它,朝南北,3000,无
林肯公寓 3室2厅3卫 电梯房 方便看 急租,林肯公寓,整租,3室2厅,72㎡,大兴,亦庄,朝东,7600,万源街站
急租(三卧客厅朝南)办公、合租皆可 看房随时,珠江帝景B区,整租,3室2厅,158㎡,朝阳,双井,朝南,15500,九龙山站
东直门万国城恒湿恒温2居室 精装全配 拎包即住 看房有密码,当代万国城,整租,2室1厅,100㎡,东城,东直门,朝东,17000,东直门站
仅我司可租 阳光上东60平米客厅三居室 有钥匙 随时看房,阳光上东,整租,3室2厅,219㎡,朝阳,酒仙桥,朝南北,28000,东风北桥站
相寓 常营·北辰福第南区·高楼层·2居室,北辰福第,整租,2室1厅,78㎡,朝阳,常营,朝西,6500,常营站
六号线 褡裢坡 黄渠附近 泰福苑一区 全南向一室一厅随时入住,泰福苑,整租,1室1厅,61㎡,朝阳,定福庄,朝南,5300,褡裢坡站
炫特嘉园三期|1室0厅1卫1阳台|40.7平米|北|,炫特区,整租,1室0厅,40㎡,朝阳,十里堡,朝北,4600,十里堡站
国美城2号院 正规3室 位置好,国美第一城,整租,3室2厅,113㎡,朝阳,朝青,朝东南,8900,无
整租|朝阳区七号线地铁口50米柠檬晓公寓 复式一居室55平,柠檬晓生活国际公寓,整租,1室1厅,68㎡,朝阳,豆各庄,朝南,3200,无
中关园 2室1卫1厅 50平简装修 7300元/月,中关园,整租,2室1厅,50㎡,海淀,中关村,朝南,7300,北京大学东门站
